Customer ID,Subscription Status,Shipping Type,Discount Applied,Promo Code Used
692,Yes,Standard,Yes,Yes
693,Yes,2-Day Shipping,Yes,Yes
694,Yes,Free Shipping,Yes,Yes
695,Yes,2-Day Shipping,Yes,Yes
696,Yes,Next Day Air,Yes,Yes
697,Yes,Standard,Yes,Yes
698,Yes,Free Shipping,Yes,Yes
699,Yes,Standard,Yes,Yes
700,Yes,2-Day Shipping,Yes,Yes
701,Yes,Standard,Yes,Yes
702,Yes,Next Day Air,Yes,Yes
703,Yes,Store Pickup,Yes,Yes
704,Yes,Standard,Yes,Yes
705,Yes,Express,Yes,Yes
706,Yes,Free Shipping,Yes,Yes
707,Yes,Express,Yes,Yes
708,Yes,Next Day Air,Yes,Yes
709,Yes,Store Pickup,Yes,Yes
710,Yes,Standard,Yes,Yes
711,Yes,Standard,Yes,Yes
712,Yes,2-Day Shipping,Yes,Yes
713,Yes,Next Day Air,Yes,Yes
714,Yes,Express,Yes,Yes
715,Yes,Store Pickup,Yes,Yes
716,Yes,Express,Yes,Yes
717,Yes,Express,Yes,Yes
718,Yes,Express,Yes,Yes
719,Yes,Standard,Yes,Yes
720,Yes,Next Day Air,Yes,Yes
721,Yes,Free Shipping,Yes,Yes
722,Yes,Next Day Air,Yes,Yes
723,Yes,Store Pickup,Yes,Yes
724,Yes,Express,Yes,Yes
725,Yes,Store Pickup,Yes,Yes
726,Yes,Standard,Yes,Yes
727,Yes,Next Day Air,Yes,Yes
728,Yes,Next Day Air,Yes,Yes
729,Yes,Next Day Air,Yes,Yes
730,Yes,Express,Yes,Yes
731,Yes,Standard,Yes,Yes
732,Yes,Free Shipping,Yes,Yes
733,Yes,Express,Yes,Yes
734,Yes,2-Day Shipping,Yes,Yes
735,Yes,Express,Yes,Yes
736,Yes,2-Day Shipping,Yes,Yes
737,Yes,2-Day Shipping,Yes,Yes
738,Yes,Store Pickup,Yes,Yes
739,Yes,2-Day Shipping,Yes,Yes
740,Yes,Free Shipping,Yes,Yes
741,Yes,Next Day Air,Yes,Yes
742,Yes,Free Shipping,Yes,Yes
743,Yes,Express,Yes,Yes
744,Yes,Free Shipping,Yes,Yes
745,Yes,Next Day Air,Yes,Yes
746,Yes,Standard,Yes,Yes
747,Yes,Free Shipping,Yes,Yes
748,Yes,Next Day Air,Yes,Yes
749,Yes,Free Shipping,Yes,Yes
750,Yes,Standard,Yes,Yes
751,Yes,Free Shipping,Yes,Yes
752,Yes,Free Shipping,Yes,Yes
753,Yes,2-Day Shipping,Yes,Yes
754,Yes,Store Pickup,Yes,Yes
755,Yes,Store Pickup,Yes,Yes
756,Yes,Free Shipping,Yes,Yes
757,Yes,Standard,Yes,Yes
758,Yes,Store Pickup,Yes,Yes
759,Yes,2-Day Shipping,Yes,Yes
760,Yes,Next Day Air,Yes,Yes
761,Yes,Free Shipping,Yes,Yes
762,Yes,Express,Yes,Yes
763,Yes,Standard,Yes,Yes
764,Yes,2-Day Shipping,Yes,Yes
765,Yes,Free Shipping,Yes,Yes
766,Yes,Store Pickup,Yes,Yes
767,Yes,Next Day Air,Yes,Yes
768,Yes,Next Day Air,Yes,Yes
769,Yes,Express,Yes,Yes
770,Yes,Store Pickup,Yes,Yes
771,Yes,Express,Yes,Yes
772,Yes,Next Day Air,Yes,Yes
773,Yes,Free Shipping,Yes,Yes
774,Yes,Express,Yes,Yes
775,Yes,Standard,Yes,Yes
776,Yes,Store Pickup,Yes,Yes
777,Yes,Standard,Yes,Yes
778,Yes,Express,Yes,Yes
779,Yes,Store Pickup,Yes,Yes
780,Yes,Express,Yes,Yes
781,Yes,Free Shipping,Yes,Yes
782,Yes,Store Pickup,Yes,Yes
783,Yes,Standard,Yes,Yes
784,Yes,Next Day Air,Yes,Yes
785,Yes,Store Pickup,Yes,Yes
786,Yes,Next Day Air,Yes,Yes
787,Yes,Express,Yes,Yes
788,Yes,Free Shipping,Yes,Yes
789,Yes,Store Pickup,Yes,Yes
790,Yes,Standard,Yes,Yes
791,Yes,Store Pickup,Yes,Yes
792,Yes,2-Day Shipping,Yes,Yes
793,Yes,Next Day Air,Yes,Yes
794,Yes,Free Shipping,Yes,Yes
795,Yes,Store Pickup,Yes,Yes
796,Yes,Store Pickup,Yes,Yes
797,Yes,2-Day Shipping,Yes,Yes
798,Yes,2-Day Shipping,Yes,Yes
799,Yes,2-Day Shipping,Yes,Yes
800,Yes,Free Shipping,Yes,Yes
801,Yes,Free Shipping,Yes,Yes
802,Yes,Express,Yes,Yes
803,Yes,Next Day Air,Yes,Yes
804,Yes,Express,Yes,Yes
805,Yes,Store Pickup,Yes,Yes
806,Yes,Next Day Air,Yes,Yes
807,Yes,Standard,Yes,Yes
808,Yes,Express,Yes,Yes
809,Yes,Next Day Air,Yes,Yes
810,Yes,Next Day Air,Yes,Yes
811,Yes,Store Pickup,Yes,Yes
812,Yes,Free Shipping,Yes,Yes
813,Yes,Standard,Yes,Yes
814,Yes,Store Pickup,Yes,Yes
815,Yes,Express,Yes,Yes
816,Yes,Next Day Air,Yes,Yes
817,Yes,Store Pickup,Yes,Yes
818,Yes,Store Pickup,Yes,Yes
819,Yes,Store Pickup,Yes,Yes
820,Yes,Next Day Air,Yes,Yes
821,Yes,2-Day Shipping,Yes,Yes
822,Yes,Standard,Yes,Yes
823,Yes,Standard,Yes,Yes
824,Yes,Free Shipping,Yes,Yes
825,Yes,Store Pickup,Yes,Yes
826,Yes,Next Day Air,Yes,Yes
827,Yes,Standard,Yes,Yes
828,Yes,Free Shipping,Yes,Yes
829,Yes,2-Day Shipping,Yes,Yes
830,Yes,2-Day Shipping,Yes,Yes
831,Yes,Express,Yes,Yes
832,Yes,Express,Yes,Yes
833,Yes,Express,Yes,Yes
834,Yes,Standard,Yes,Yes
835,Yes,Free Shipping,Yes,Yes
836,Yes,Next Day Air,Yes,Yes
837,Yes,Store Pickup,Yes,Yes
838,Yes,Express,Yes,Yes
839,Yes,Express,Yes,Yes
840,Yes,Free Shipping,Yes,Yes
841,Yes,2-Day Shipping,Yes,Yes
842,Yes,Store Pickup,Yes,Yes
843,Yes,Express,Yes,Yes
844,Yes,Express,Yes,Yes
845,Yes,Express,Yes,Yes
846,Yes,Standard,Yes,Yes
847,Yes,Express,Yes,Yes
848,Yes,Standard,Yes,Yes
849,Yes,Store Pickup,Yes,Yes
850,Yes,Express,Yes,Yes
851,Yes,Store Pickup,Yes,Yes
852,Yes,Express,Yes,Yes
853,Yes,Next Day Air,Yes,Yes
854,Yes,Free Shipping,Yes,Yes
855,Yes,Free Shipping,Yes,Yes
856,Yes,2-Day Shipping,Yes,Yes
857,Yes,Express,Yes,Yes
858,Yes,Standard,Yes,Yes
859,Yes,Free Shipping,Yes,Yes
860,Yes,Next Day Air,Yes,Yes
861,Yes,Standard,Yes,Yes
862,Yes,2-Day Shipping,Yes,Yes
863,Yes,Standard,Yes,Yes
864,Yes,Standard,Yes,Yes
865,Yes,Next Day Air,Yes,Yes
866,Yes,Store Pickup,Yes,Yes
867,Yes,Free Shipping,Yes,Yes
868,Yes,Free Shipping,Yes,Yes
869,Yes,Next Day Air,Yes,Yes
870,Yes,2-Day Shipping,Yes,Yes
871,Yes,Standard,Yes,Yes
872,Yes,Next Day Air,Yes,Yes
873,Yes,Standard,Yes,Yes
874,Yes,Free Shipping,Yes,Yes
875,Yes,Free Shipping,Yes,Yes
876,Yes,Free Shipping,Yes,Yes
877,Yes,2-Day Shipping,Yes,Yes
878,Yes,Next Day Air,Yes,Yes
879,Yes,Express,Yes,Yes
880,Yes,Free Shipping,Yes,Yes
881,Yes,Express,Yes,Yes
882,Yes,Next Day Air,Yes,Yes
883,Yes,Next Day Air,Yes,Yes
884,Yes,Free Shipping,Yes,Yes
885,Yes,Express,Yes,Yes
886,Yes,Free Shipping,Yes,Yes
887,Yes,Express,Yes,Yes
888,Yes,2-Day Shipping,Yes,Yes
889,Yes,Express,Yes,Yes
890,Yes,Free Shipping,Yes,Yes
891,Yes,2-Day Shipping,Yes,Yes
892,Yes,Store Pickup,Yes,Yes
893,Yes,Free Shipping,Yes,Yes
894,Yes,Express,Yes,Yes
895,Yes,Free Shipping,Yes,Yes
896,Yes,Next Day Air,Yes,Yes
897,Yes,Express,Yes,Yes
898,Yes,Express,Yes,Yes
899,Yes,2-Day Shipping,Yes,Yes
900,Yes,Standard,Yes,Yes
901,Yes,Free Shipping,Yes,Yes
902,Yes,2-Day Shipping,Yes,Yes
903,Yes,Next Day Air,Yes,Yes
904,Yes,Express,Yes,Yes
905,Yes,Free Shipping,Yes,Yes
906,Yes,Standard,Yes,Yes
907,Yes,Standard,Yes,Yes
908,Yes,Express,Yes,Yes
909,Yes,Free Shipping,Yes,Yes
910,Yes,Express,Yes,Yes
911,Yes,Express,Yes,Yes
912,Yes,2-Day Shipping,Yes,Yes
913,Yes,Next Day Air,Yes,Yes
914,Yes,Next Day Air,Yes,Yes
915,Yes,Standard,Yes,Yes
916,Yes,Store Pickup,Yes,Yes
917,Yes,Standard,Yes,Yes
918,Yes,Standard,Yes,Yes
919,Yes,2-Day Shipping,Yes,Yes
920,Yes,2-Day Shipping,Yes,Yes
921,Yes,Free Shipping,Yes,Yes
922,Yes,Express,Yes,Yes
923,Yes,Standard,Yes,Yes
924,Yes,2-Day Shipping,Yes,Yes
925,Yes,Standard,Yes,Yes
926,Yes,Express,Yes,Yes
927,Yes,Express,Yes,Yes
928,Yes,Standard,Yes,Yes
929,Yes,Store Pickup,Yes,Yes
930,Yes,2-Day Shipping,Yes,Yes
931,Yes,Store Pickup,Yes,Yes
932,Yes,Standard,Yes,Yes
933,Yes,Standard,Yes,Yes
934,Yes,Store Pickup,Yes,Yes
935,Yes,Express,Yes,Yes
936,Yes,Store Pickup,Yes,Yes
937,Yes,Free Shipping,Yes,Yes
938,Yes,Express,Yes,Yes
939,Yes,Free Shipping,Yes,Yes
940,Yes,Next Day Air,Yes,Yes
941,Yes,Store Pickup,Yes,Yes
942,Yes,2-Day Shipping,Yes,Yes
943,Yes,Express,Yes,Yes
944,Yes,Next Day Air,Yes,Yes
945,Yes,Express,Yes,Yes
946,Yes,Store Pickup,Yes,Yes
947,Yes,Next Day Air,Yes,Yes
948,Yes,Store Pickup,Yes,Yes
949,Yes,Express,Yes,Yes
950,Yes,Standard,Yes,Yes
951,Yes,Free Shipping,Yes,Yes
952,Yes,Express,Yes,Yes
953,Yes,2-Day Shipping,Yes,Yes
954,Yes,2-Day Shipping,Yes,Yes
955,Yes,Standard,Yes,Yes
956,Yes,Free Shipping,Yes,Yes
957,Yes,2-Day Shipping,Yes,Yes
958,Yes,Store Pickup,Yes,Yes
959,Yes,Free Shipping,Yes,Yes
960,Yes,Standard,Yes,Yes
961,Yes,Standard,Yes,Yes
962,Yes,Next Day Air,Yes,Yes
963,Yes,Standard,Yes,Yes
964,Yes,2-Day Shipping,Yes,Yes
965,Yes,Next Day Air,Yes,Yes
966,Yes,Store Pickup,Yes,Yes
967,Yes,Express,Yes,Yes
968,Yes,Store Pickup,Yes,Yes
969,Yes,Next Day Air,Yes,Yes
970,Yes,Express,Yes,Yes
971,Yes,Free Shipping,Yes,Yes
972,Yes,Next Day Air,Yes,Yes
973,Yes,Standard,Yes,Yes
974,Yes,2-Day Shipping,Yes,Yes
975,Yes,2-Day Shipping,Yes,Yes
976,Yes,2-Day Shipping,Yes,Yes
977,Yes,Express,Yes,Yes
978,Yes,Express,Yes,Yes
979,Yes,Standard,Yes,Yes
980,Yes,Store Pickup,Yes,Yes
981,Yes,Free Shipping,Yes,Yes
982,Yes,Next Day Air,Yes,Yes
983,Yes,Standard,Yes,Yes
984,Yes,Free Shipping,Yes,Yes
985,Yes,Free Shipping,Yes,Yes
986,Yes,Express,Yes,Yes
987,Yes,Store Pickup,Yes,Yes
988,Yes,Express,Yes,Yes
989,Yes,2-Day Shipping,Yes,Yes
990,Yes,Store Pickup,Yes,Yes
991,Yes,Store Pickup,Yes,Yes
992,Yes,Standard,Yes,Yes
993,Yes,Express,Yes,Yes
994,Yes,Store Pickup,Yes,Yes
995,Yes,Express,Yes,Yes
996,Yes,2-Day Shipping,Yes,Yes
997,Yes,Standard,Yes,Yes
998,Yes,Express,Yes,Yes
999,Yes,Next Day Air,Yes,Yes
1000,Yes,Standard,Yes,Yes
1001,Yes,Express,Yes,Yes
1002,Yes,Standard,Yes,Yes
1003,Yes,Store Pickup,Yes,Yes
1004,Yes,Store Pickup,Yes,Yes
1005,Yes,2-Day Shipping,Yes,Yes
1006,Yes,Store Pickup,Yes,Yes
1007,Yes,Next Day Air,Yes,Yes
1008,Yes,Standard,Yes,Yes
1009,Yes,Store Pickup,Yes,Yes
1010,Yes,Express,Yes,Yes
1011,Yes,2-Day Shipping,Yes,Yes
1012,Yes,Next Day Air,Yes,Yes
1013,Yes,Express,Yes,Yes
1014,Yes,2-Day Shipping,Yes,Yes
1015,Yes,Standard,Yes,Yes
1016,Yes,Standard,Yes,Yes
1017,Yes,Express,Yes,Yes
1018,Yes,Express,Yes,Yes
1019,Yes,Next Day Air,Yes,Yes
1020,Yes,Standard,Yes,Yes
1021,Yes,Express,Yes,Yes
1022,Yes,2-Day Shipping,Yes,Yes
1023,Yes,Store Pickup,Yes,Yes
1024,Yes,Free Shipping,Yes,Yes
1025,Yes,Free Shipping,Yes,Yes
1026,Yes,Free Shipping,Yes,Yes
1027,Yes,Express,Yes,Yes
1028,Yes,Next Day Air,Yes,Yes
1029,Yes,Standard,Yes,Yes
1030,Yes,2-Day Shipping,Yes,Yes
1031,Yes,Next Day Air,Yes,Yes
1032,Yes,Free Shipping,Yes,Yes
1033,Yes,Free Shipping,Yes,Yes
1034,Yes,Free Shipping,Yes,Yes
1035,Yes,Next Day Air,Yes,Yes
1036,Yes,Express,Yes,Yes
1037,Yes,2-Day Shipping,Yes,Yes
1038,Yes,Standard,Yes,Yes
1039,Yes,Express,Yes,Yes
1040,Yes,Standard,Yes,Yes
1041,Yes,Next Day Air,Yes,Yes
1042,Yes,Next Day Air,Yes,Yes
1043,Yes,Next Day Air,Yes,Yes
1044,Yes,2-Day Shipping,Yes,Yes
1045,Yes,Next Day Air,Yes,Yes
1046,Yes,2-Day Shipping,Yes,Yes
1047,Yes,Standard,Yes,Yes
1048,Yes,Standard,Yes,Yes
1049,Yes,Standard,Yes,Yes
1050,Yes,Store Pickup,Yes,Yes
1051,Yes,Next Day Air,Yes,Yes
1052,Yes,Free Shipping,Yes,Yes
1053,Yes,2-Day Shipping,Yes,Yes
1054,No,2-Day Shipping,Yes,Yes
1055,No,Express,Yes,Yes
1056,No,Next Day Air,Yes,Yes
1057,No,2-Day Shipping,Yes,Yes
1058,No,2-Day Shipping,Yes,Yes
1059,No,Next Day Air,Yes,Yes
1060,No,Standard,Yes,Yes
1061,No,Next Day Air,Yes,Yes
1062,No,Free Shipping,Yes,Yes
1063,No,Next Day Air,Yes,Yes
1064,No,Free Shipping,Yes,Yes
1065,No,Express,Yes,Yes
1066,No,Store Pickup,Yes,Yes
1067,No,Store Pickup,Yes,Yes
1068,No,2-Day Shipping,Yes,Yes
1069,No,Standard,Yes,Yes
1070,No,Next Day Air,Yes,Yes
1071,No,Free Shipping,Yes,Yes
1072,No,Express,Yes,Yes
1073,No,Express,Yes,Yes
1074,No,Store Pickup,Yes,Yes
1075,No,Standard,Yes,Yes
1076,No,Next Day Air,Yes,Yes
1077,No,Standard,Yes,Yes
1078,No,Standard,Yes,Yes
1079,No,Express,Yes,Yes
1080,No,Free Shipping,Yes,Yes
1081,No,Express,Yes,Yes
1082,No,Standard,Yes,Yes
1083,No,Next Day Air,Yes,Yes
1084,No,Store Pickup,Yes,Yes
1085,No,Next Day Air,Yes,Yes
1086,No,Store Pickup,Yes,Yes
1087,No,Free Shipping,Yes,Yes
1088,No,Next Day Air,Yes,Yes
1089,No,Free Shipping,Yes,Yes
1090,No,Next Day Air,Yes,Yes
1091,No,Store Pickup,Yes,Yes
1092,No,Store Pickup,Yes,Yes
1093,No,2-Day Shipping,Yes,Yes
1094,No,2-Day Shipping,Yes,Yes
1095,No,Next Day Air,Yes,Yes
1096,No,Free Shipping,Yes,Yes
1097,No,Standard,Yes,Yes
1098,No,Store Pickup,Yes,Yes
1099,No,Next Day Air,Yes,Yes
1100,No,Next Day Air,Yes,Yes
1101,No,Express,Yes,Yes
1102,No,Free Shipping,Yes,Yes
1103,No,Express,Yes,Yes
1104,No,Free Shipping,Yes,Yes
1105,No,Express,Yes,Yes
1106,No,Next Day Air,Yes,Yes
1107,No,Store Pickup,Yes,Yes
1108,No,Store Pickup,Yes,Yes
1109,No,Standard,Yes,Yes
1110,No,Next Day Air,Yes,Yes
1111,No,Standard,Yes,Yes
1112,No,Next Day Air,Yes,Yes
1113,No,Free Shipping,Yes,Yes
1114,No,Next Day Air,Yes,Yes
1115,No,Next Day Air,Yes,Yes
1116,No,2-Day Shipping,Yes,Yes
1117,No,Express,Yes,Yes
1118,No,Store Pickup,Yes,Yes
1119,No,Standard,Yes,Yes
1120,No,Standard,Yes,Yes
1121,No,Next Day Air,Yes,Yes
1122,No,Express,Yes,Yes
1123,No,2-Day Shipping,Yes,Yes
1124,No,Store Pickup,Yes,Yes
1125,No,Express,Yes,Yes
1126,No,2-Day Shipping,Yes,Yes
1127,No,Standard,Yes,Yes
1128,No,Store Pickup,Yes,Yes
1129,No,Next Day Air,Yes,Yes
1130,No,Express,Yes,Yes
1131,No,Standard,Yes,Yes
1132,No,Express,Yes,Yes
1133,No,Store Pickup,Yes,Yes
1134,No,2-Day Shipping,Yes,Yes
1135,No,Express,Yes,Yes
1136,No,2-Day Shipping,Yes,Yes
1137,No,Free Shipping,Yes,Yes
1138,No,2-Day Shipping,Yes,Yes
1139,No,Express,Yes,Yes
1140,No,Standard,Yes,Yes
1141,No,Store Pickup,Yes,Yes
1142,No,Next Day Air,Yes,Yes
1143,No,Store Pickup,Yes,Yes
1144,No,Standard,Yes,Yes
1145,No,2-Day Shipping,Yes,Yes
1146,No,Express,Yes,Yes
1147,No,Standard,Yes,Yes
1148,No,Next Day Air,Yes,Yes
1149,No,Store Pickup,Yes,Yes
1150,No,Store Pickup,Yes,Yes
1151,No,Next Day Air,Yes,Yes
1152,No,Express,Yes,Yes
1153,No,Standard,Yes,Yes
1154,No,Free Shipping,Yes,Yes
1155,No,2-Day Shipping,Yes,Yes
1156,No,Express,Yes,Yes
1157,No,Express,Yes,Yes
1158,No,Standard,Yes,Yes
1159,No,2-Day Shipping,Yes,Yes
1160,No,2-Day Shipping,Yes,Yes
1161,No,Next Day Air,Yes,Yes
1162,No,2-Day Shipping,Yes,Yes
1163,No,Express,Yes,Yes
1164,No,2-Day Shipping,Yes,Yes
1165,No,Standard,Yes,Yes
1166,No,Next Day Air,Yes,Yes
1167,No,Store Pickup,Yes,Yes
1168,No,Free Shipping,Yes,Yes
1169,No,Standard,Yes,Yes
1170,No,2-Day Shipping,Yes,Yes
1171,No,Express,Yes,Yes
1172,No,Next Day Air,Yes,Yes
1173,No,Store Pickup,Yes,Yes
1174,No,Express,Yes,Yes
1175,No,Express,Yes,Yes
1176,No,Store Pickup,Yes,Yes
1177,No,Free Shipping,Yes,Yes
1178,No,Standard,Yes,Yes
1179,No,Express,Yes,Yes
1180,No,Free Shipping,Yes,Yes
1181,No,Standard,Yes,Yes
1182,No,Free Shipping,Yes,Yes
1183,No,Express,Yes,Yes
1184,No,2-Day Shipping,Yes,Yes
1185,No,Express,Yes,Yes
1186,No,Standard,Yes,Yes
1187,No,2-Day Shipping,Yes,Yes
1188,No,Express,Yes,Yes
1189,No,Next Day Air,Yes,Yes
1190,No,Free Shipping,Yes,Yes
1191,No,Next Day Air,Yes,Yes
1192,No,Free Shipping,Yes,Yes
1193,No,2-Day Shipping,Yes,Yes
1194,No,2-Day Shipping,Yes,Yes
1195,No,2-Day Shipping,Yes,Yes
1196,No,2-Day Shipping,Yes,Yes
1197,No,2-Day Shipping,Yes,Yes
1198,No,Standard,Yes,Yes
1199,No,2-Day Shipping,Yes,Yes
1200,No,Free Shipping,Yes,Yes
1201,No,Store Pickup,Yes,Yes
1202,No,2-Day Shipping,Yes,Yes
1203,No,Standard,Yes,Yes
1204,No,Free Shipping,Yes,Yes
1205,No,2-Day Shipping,Yes,Yes
1206,No,Standard,Yes,Yes
1207,No,Free Shipping,Yes,Yes
1208,No,Next Day Air,Yes,Yes
1209,No,2-Day Shipping,Yes,Yes
1210,No,Next Day Air,Yes,Yes
1211,No,Next Day Air,Yes,Yes
1212,No,Store Pickup,Yes,Yes
1213,No,Free Shipping,Yes,Yes
1214,No,Express,Yes,Yes
1215,No,Free Shipping,Yes,Yes
1216,No,2-Day Shipping,Yes,Yes
1217,No,Free Shipping,Yes,Yes
1218,No,Free Shipping,Yes,Yes
1219,No,Store Pickup,Yes,Yes
1220,No,Next Day Air,Yes,Yes
1221,No,Express,Yes,Yes
1222,No,Standard,Yes,Yes
1223,No,Store Pickup,Yes,Yes
1224,No,Free Shipping,Yes,Yes
1225,No,Store Pickup,Yes,Yes
1226,No,Free Shipping,Yes,Yes
1227,No,Store Pickup,Yes,Yes
1228,No,Store Pickup,Yes,Yes
1229,No,Express,Yes,Yes
1230,No,Express,Yes,Yes
1231,No,Standard,Yes,Yes
1232,No,2-Day Shipping,Yes,Yes
1233,No,Free Shipping,Yes,Yes
1234,No,Next Day Air,Yes,Yes
1235,No,Store Pickup,Yes,Yes
1236,No,Store Pickup,Yes,Yes
1237,No,Store Pickup,Yes,Yes
1238,No,2-Day Shipping,Yes,Yes
1239,No,Express,Yes,Yes
1240,No,Standard,Yes,Yes
1241,No,Store Pickup,Yes,Yes
1242,No,Express,Yes,Yes
1243,No,Next Day Air,Yes,Yes
1244,No,Store Pickup,Yes,Yes
1245,No,2-Day Shipping,Yes,Yes
1246,No,Standard,Yes,Yes
1247,No,Standard,Yes,Yes
1248,No,Express,Yes,Yes
1249,No,Free Shipping,Yes,Yes
1250,No,Express,Yes,Yes
1251,No,Free Shipping,Yes,Yes
1252,No,Next Day Air,Yes,Yes
1253,No,Standard,Yes,Yes
1254,No,Express,Yes,Yes
1255,No,2-Day Shipping,Yes,Yes
1256,No,Standard,Yes,Yes
1257,No,Express,Yes,Yes
1258,No,Free Shipping,Yes,Yes
1259,No,2-Day Shipping,Yes,Yes
1260,No,Standard,Yes,Yes
1261,No,Store Pickup,Yes,Yes
1262,No,Next Day Air,Yes,Yes
1263,No,Store Pickup,Yes,Yes
1264,No,2-Day Shipping,Yes,Yes
1265,No,Next Day Air,Yes,Yes
1266,No,Next Day Air,Yes,Yes
1267,No,Standard,Yes,Yes
1268,No,Standard,Yes,Yes
1269,No,Next Day Air,Yes,Yes
1270,No,Standard,Yes,Yes
1271,No,Standard,Yes,Yes
1272,No,Store Pickup,Yes,Yes
1273,No,Express,Yes,Yes
1274,No,Next Day Air,Yes,Yes
1275,No,2-Day Shipping,Yes,Yes
1276,No,Standard,Yes,Yes
1277,No,Next Day Air,Yes,Yes
1278,No,Express,Yes,Yes
1279,No,Next Day Air,Yes,Yes
1280,No,Express,Yes,Yes
1281,No,2-Day Shipping,Yes,Yes
1282,No,Store Pickup,Yes,Yes
1283,No,Free Shipping,Yes,Yes
1284,No,2-Day Shipping,Yes,Yes
1285,No,Express,Yes,Yes
1286,No,Next Day Air,Yes,Yes
1287,No,Next Day Air,Yes,Yes
1288,No,Standard,Yes,Yes
1289,No,Standard,Yes,Yes
1290,No,Next Day Air,Yes,Yes
1291,No,Free Shipping,Yes,Yes
1292,No,2-Day Shipping,Yes,Yes
1293,No,Free Shipping,Yes,Yes
1294,No,Standard,Yes,Yes
1295,No,Standard,Yes,Yes
1296,No,Standard,Yes,Yes
1297,No,Express,Yes,Yes
1298,No,Standard,Yes,Yes
1299,No,Free Shipping,Yes,Yes
1300,No,2-Day Shipping,Yes,Yes
1301,No,Next Day Air,Yes,Yes
1302,No,Express,Yes,Yes
1303,No,Next Day Air,Yes,Yes
1304,No,Next Day Air,Yes,Yes
1305,No,2-Day Shipping,Yes,Yes
1306,No,Express,Yes,Yes
1307,No,Next Day Air,Yes,Yes
1308,No,Express,Yes,Yes
1309,No,Next Day Air,Yes,Yes
1310,No,Store Pickup,Yes,Yes
1311,No,Store Pickup,Yes,Yes
1312,No,Express,Yes,Yes
1313,No,Store Pickup,Yes,Yes
1314,No,Free Shipping,Yes,Yes
1315,No,Free Shipping,Yes,Yes
1316,No,2-Day Shipping,Yes,Yes
1317,No,Standard,Yes,Yes
1318,No,Free Shipping,Yes,Yes
1319,No,Express,Yes,Yes
1320,No,Standard,Yes,Yes
1321,No,Free Shipping,Yes,Yes
1322,No,Express,Yes,Yes
1323,No,Next Day Air,Yes,Yes
1324,No,Standard,Yes,Yes
1325,No,Free Shipping,Yes,Yes
1326,No,Express,Yes,Yes
1327,No,Free Shipping,Yes,Yes
1328,No,Standard,Yes,Yes
1329,No,Standard,Yes,Yes
1330,No,Express,Yes,Yes
1331,No,Standard,Yes,Yes
1332,No,Standard,Yes,Yes
1333,No,Store Pickup,Yes,Yes
1334,No,Next Day Air,Yes,Yes
1335,No,Store Pickup,Yes,Yes
1336,No,2-Day Shipping,Yes,Yes
1337,No,Store Pickup,Yes,Yes
1338,No,Express,Yes,Yes
1339,No,Standard,Yes,Yes
1340,No,Next Day Air,Yes,Yes
1341,No,Next Day Air,Yes,Yes
1342,No,Standard,Yes,Yes
1343,No,2-Day Shipping,Yes,Yes
1344,No,Standard,Yes,Yes
1345,No,Next Day Air,Yes,Yes
1346,No,Standard,Yes,Yes
1347,No,Free Shipping,Yes,Yes
1348,No,2-Day Shipping,Yes,Yes
1349,No,Standard,Yes,Yes
1350,No,Next Day Air,Yes,Yes
1351,No,Next Day Air,Yes,Yes
1352,No,2-Day Shipping,Yes,Yes
1353,No,Next Day Air,Yes,Yes
1354,No,Next Day Air,Yes,Yes
1355,No,2-Day Shipping,Yes,Yes
1356,No,2-Day Shipping,Yes,Yes
1357,No,Free Shipping,Yes,Yes
1358,No,Next Day Air,Yes,Yes
1359,No,Store Pickup,Yes,Yes
1360,No,Store Pickup,Yes,Yes
1361,No,Express,Yes,Yes
1362,No,Next Day Air,Yes,Yes
1363,No,Express,Yes,Yes
1364,No,Express,Yes,Yes
1365,No,Express,Yes,Yes
1366,No,Store Pickup,Yes,Yes
1367,No,Free Shipping,Yes,Yes
1368,No,Express,Yes,Yes
1369,No,Express,Yes,Yes
1370,No,Standard,Yes,Yes
1371,No,2-Day Shipping,Yes,Yes
1372,No,Store Pickup,Yes,Yes
1373,No,2-Day Shipping,Yes,Yes
1374,No,Store Pickup,Yes,Yes
1375,No,Free Shipping,Yes,Yes
1376,No,2-Day Shipping,Yes,Yes
1377,No,Free Shipping,Yes,Yes
1378,No,Next Day Air,Yes,Yes
1379,No,Free Shipping,Yes,Yes
1380,No,2-Day Shipping,Yes,Yes
1381,No,Standard,Yes,Yes
1382,No,Standard,Yes,Yes
1383,No,Express,Yes,Yes
1384,No,Express,Yes,Yes
1385,No,Standard,Yes,Yes
1386,No,Store Pickup,Yes,Yes
1387,No,Next Day Air,Yes,Yes
1388,No,Standard,Yes,Yes
1389,No,Express,Yes,Yes
1390,No,Store Pickup,Yes,Yes
1391,No,Standard,Yes,Yes
1392,No,Express,Yes,Yes
1393,No,Express,Yes,Yes
1394,No,Express,Yes,Yes
1395,No,Next Day Air,Yes,Yes
1396,No,Next Day Air,Yes,Yes
1397,No,Next Day Air,Yes,Yes
1398,No,Store Pickup,Yes,Yes
1399,No,Free Shipping,Yes,Yes
1400,No,Store Pickup,Yes,Yes
1401,No,Next Day Air,Yes,Yes
1402,No,2-Day Shipping,Yes,Yes
1403,No,Express,Yes,Yes
1404,No,Store Pickup,Yes,Yes
